;example_id;matching_part_of_suggestion;number_of_tokens_in_matching_part_of_suggestion;number_of_matches;link_to_example_match;number_of_lines_of_context
64;5e9c280ba82bbe9237fe3f8dff0c82dce3bdcf5e;"):
    less = []
    equal = []
    greater = []
    if len(array) > 1:
        pivot = array[0]
        for x in array:
            if x < pivot:
                less.append(x)
            if x == pivot:
                equal.append(x)
            if x > pivot:
                greater.append(x)
        return";68;2;https://github.com/morganhowell95/Algorithms/blob/master/Comparison-Sorts/quick_sort.py;2
65;47081907e60f9f9cab0effee35db245a5b7003a6;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";78;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;2
66;47081907e60f9f9cab0effee35db245a5b7003a6;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";78;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;2
67;68813c1284352872db9a5abdaaaabf8c8e21c16d;['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','DWDP','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX',';106;3;https://github.com/parsa3000/SE18/blob/master/stockgame2/home/listofstockscrypto.py;>7
68;6bcafa51129e5a18509ab485a4623450ff916b71;"get('https://en.wikipedia.org/wiki/List_of_S%26P_500_companies')
    soup = bs4.BeautifulSoup(resp.text, 'lxml')
    table = soup.find('table', {'class': 'wikitable sortable'})
    tickers = []
    for row in table.findAll('tr')[1:]:
        ticker = row.findAll('td')[0].text";90;2;https://github.com/juliennassar/stock-analyser/blob/master/server/server.py;>7
69;3a162697d1abaa9ffb4d3f14ff97828c642ea427;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','DD','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG',';99;2;https://github.com/quentintruong/Stocks-Scraper/blob/master/stocks/spiders/stocks_spider.py;>7
70;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','UTX','UNH','VZ',';107;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
71;fba9c49e384d6e3bb736c3f5c161afd2f0d1506d;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','TRV','UTX','UNH','VZ',';111;4;https://github.com/1kc2/Minimal-Correlation-Portfolio/blob/master/stocks.py;>7
72;4992ed94b48a8e1e5d77f8c13a21258f20e616bb;= ['MMM','AXP','AAPL','BA','CAT','CVX','CSCO','KO','DIS','XOM','GE','GS','HD','IBM','INTC','JNJ','JPM','MCD','MRK','MSFT','NKE','PFE','PG','UTX','UNH','VZ',';107;3;https://github.com/jiewwantan/StarTrader/blob/master/compare.py;>7
73;886bc47941eadd52a758206094854c8505d85410;', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U', 'V', 'W', 'X', 'Y', 'Z';101;5;https://github.com/andrewmagis/docker/blob/master/ipython-dev/Qiime/qiime/split_libraries_fastq.py;0
74;5b2bf24b4ae3a8c68dc4e52c1e5bdca89af216c4;= {0:0, 1:1, 2:2, 3:3, 4:4, 5:5, 6:6, 7:7, 8:8, 9:9, 10:10, 11:11, 12:12, 13:13, 14:14, 15:15, 16:16, 17:17, 18:18, 19:19, 20:20, 21:21, 22:22, 23:23, 24:;100;3;https://github.com/cnrat/dec-eve-serenity/blob/master/client/encodings/cp864.py;1
75;5b2bf24b4ae3a8c68dc4e52c1e5bdca89af216c4;= {0:0, 1:1, 2:2, 3:3, 4:4, 5:5, 6:6, 7:7, 8:8, 9:9, 10:10, 11:11, 12:12, 13:13, 14:14, 15:15, 16:16, 17:17, 18:18, 19:19, 20:20, 21:21, 22:22, 23:23, 24:;100;3;https://github.com/cnrat/dec-eve-serenity/blob/master/client/encodings/cp864.py;1
76;971a5155a320a23115a41d16f14b6ccc6ffe9801;1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48,;96;3;https://github.com/peruzzim/cmg-cmssw/blob/master/HLTrigger/Configuration/test/OnLine_HLT_PRef.py;>7
77;af4b00fee4953dec519c7e35e3163f60609466dc;s[0],s[1],s[2],s[3],s[4],s[5],s[6],s[7],s[8],s[9],s[10],s[11],s[12],s[13],s[14],s[15],s[16],s[17];89;4;https://github.com/wjwainwright/Capstone/blob/master/IsoFitv18.py;>7
78;eb3ae194c4c2eb8719db5c353485c3e31831f1ac;"VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)"",
                          tuple(";64;4;https://github.com/labopvlab/PythonDataAnalyzer/blob/master/apps/mergingDBs_v1.py;>7
79;8f0abf15d48fe3c7357ed453ba8bb45dbd536d07;"lon1, lat1, lon2, lat2 = map(radians, [lon1, lat1, lon2, lat2])
    dlon = lon2 - lon1
    dlat = lat2 - lat1
    a = sin(dlat / 2) ** 2 + cos(lat1) * cos(lat2) * sin(dlon / 2) ** 2
    c = 2 * asin(sqrt(a))
    r = 6371
    return c * r * 1000";83;6;https://github.com/TimothyLx/Mining-method-based-on-semantic-trajectory-frequent-pattern-and-carpooling-application/blob/master/distance_calculate.py;6
80;a4c3d2c979c489e47c250f5fd3402328044f19fa;"""""""
    Calculate the great circle distance between two points
    on the earth (specified in decimal degrees)
    """"""
    # convert decimal degrees to radians
    lon1, lat1, lon2, lat2 = map(radians, [lon1, lat1, lon2, lat2])
    # haversine formula
    dlon = lon2 - lon1
    dlat = lat2 - lat1
    a = sin(dlat/2)**2 + cos(lat1) * cos(lat2) * sin(dlon/2)**2
    c = 2 * asin(sqrt(a))
    km = 6367 * c
    return km";113;5;https://github.com/NervosaX/reparser/blob/master/modules/gmaps.py;6
81;a4c3d2c979c489e47c250f5fd3402328044f19fa;"""""""
    Calculate the great circle distance between two points
    on the earth (specified in decimal degrees)
    """"""
    # convert decimal degrees to radians
    lon1, lat1, lon2, lat2 = map(radians, [lon1, lat1, lon2, lat2])
    # haversine formula
    dlon = lon2 - lon1
    dlat = lat2 - lat1
    a = sin(dlat/2)**2 + cos(lat1) * cos(lat2) * sin(dlon/2)**2
    c = 2 * asin(sqrt(a))
    km = 6367 * c
    return km";113;5;https://github.com/NervosaX/reparser/blob/master/modules/gmaps.py;6
82;8c76f07cfbfa90928d72dcf76029b44d8e9eb21c;"# convert decimal degrees to radians
    lon1, lat1, lon2, lat2 = map(radians, [lon1, lat1, lon2, lat2])

    # haversine formula
    dlon = lon2 - lon1
    dlat = lat2 - lat1
    a = sin(dlat / 2) ** 2 + cos(lat1) * cos(lat2) * sin(dlon / 2) ** 2
    c = 2 * asin(sqrt(a))
    r = 6371  # Radius of earth in kilometers. Use 3956 for miles
    return c * r";101;5;https://github.com/sarbjot-14/SFU/blob/master/cmpt353/e3/GPS_Tracks/calc_distance.py;6
83;b3326f25c405bab05ae8898a978dcd1bb27358b0;"parser = argparse.ArgumentParser(description='PyTorch CIFAR10 Training')
    parser.add_argument('--lr', default=0.1, type=float, help='learning rate')
    parser.add_argument('--resume', '-r', action='store_true', help='resume from checkpoint')
    args = parser.parse_args()";77;5;https://github.com/THULimy/pytorch-Hscore/blob/master/cifar-resnet.py;1
84;21f646e28b5aa5d074688a587f8cc16d2d05a5b0;"a):
    if len(a) <= 1:
        return a
    pivot = a[len(a) // 2]
    left = [x for x in a if x < pivot]
    middle = [x for x in a if x == pivot]
    right = [x for x in a if x > pivot]
    return quicksort(left) + middle + quicksort(right)";78;2;https://github.com/chitn/Algorithms-illustrated-by-Python/blob/master/example/quick_sort.py;1
85;4118a938ea514437331aa7c8b9a9e0e1a398d8d7;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) / 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";77;6;https://github.com/Muzijiajian/AppliedMathmaticsForComputer/blob/master/hw0/python_tutorial.py;1
86;4118a938ea514437331aa7c8b9a9e0e1a398d8d7;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) / 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";77;6;https://github.com/Muzijiajian/AppliedMathmaticsForComputer/blob/master/hw0/python_tutorial.py;1
87;47081907e60f9f9cab0effee35db245a5b7003a6;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";78;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
88;47081907e60f9f9cab0effee35db245a5b7003a6;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";78;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
89;fde8fae9d13625d97b7d39342bbc9100a42cf8d9;= ['Date/Time', 'Temp (°C)', 'Dew Point Temp (°C)', 'Rel Hum (%)', 'Wind Dir (10s deg)', 'Wind Spd (km/h)', 'Visibility (km)', 'Stn Press (kPa)', ';69;4;https://github.com/patrickacheung/weather-tod-predictor/blob/master/clean_weather.py;>7
90;f2ed15c0121fc4d4ab8d3c0c87c3c745aa05853f;= ['Date/Time', 'Year', 'Month', 'Day', 'Time', 'Data Quality', 'Temp (°C)', 'Temp Flag', 'Dew Point Temp (°C)', 'Dew Point Temp Flag', 'Rel Hum (%)', 'Rel Hum Flag', 'Wind Dir;76;3;https://github.com/iss4e/webike-toolchain/blob/master/webike/data/WeatherGC.py;>7
91;8288745b3d457294b33551ac7a3d6d8d391c44fa;"headers = {
        'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36'
    }
    response = requests.get(url, headers=headers)";65;2;https://github.com/ZhekunInc/football-wiki/blob/master/src/scraping/management/commands/fifa_country.py;4
92;4118a938ea514437331aa7c8b9a9e0e1a398d8d7;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) / 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";77;6;https://github.com/Muzijiajian/AppliedMathmaticsForComputer/blob/master/hw0/python_tutorial.py;1
93;4118a938ea514437331aa7c8b9a9e0e1a398d8d7;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) / 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";77;6;https://github.com/Muzijiajian/AppliedMathmaticsForComputer/blob/master/hw0/python_tutorial.py;1
94;47081907e60f9f9cab0effee35db245a5b7003a6;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";78;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
95;4118a938ea514437331aa7c8b9a9e0e1a398d8d7;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr)/2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";77;6;https://github.com/Muzijiajian/AppliedMathmaticsForComputer/blob/master/hw0/python_tutorial.py;1
96;47081907e60f9f9cab0effee35db245a5b7003a6;"arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";78;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
97;47081907e60f9f9cab0effee35db245a5b7003a6;":
    if len(arr) <= 1 :
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";76;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
98;47081907e60f9f9cab0effee35db245a5b7003a6;":
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";76;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
99;47081907e60f9f9cab0effee35db245a5b7003a6;":
	if len(arr) <= 1 :
		return arr
	pivot = arr[len(arr) // 2]
	left = [x for x in arr if x < pivot]
	middle = [x for x in arr if x == pivot]
	right = [x for x in arr if x > pivot]
	return quicksort(left) + middle + quicksort(right)";76;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
100;4118a938ea514437331aa7c8b9a9e0e1a398d8d7;"if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) / 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";74;6;https://github.com/Muzijiajian/AppliedMathmaticsForComputer/blob/master/hw0/python_tutorial.py;1
101;47081907e60f9f9cab0effee35db245a5b7003a6;"if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";75;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
102;47081907e60f9f9cab0effee35db245a5b7003a6;"if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";75;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
103;47081907e60f9f9cab0effee35db245a5b7003a6;"if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";75;3;https://github.com/Tryking/DeepLearning/blob/master/cs231n/assignment1/1_python_numpy_tutorial/1_python.py;1
104;4118a938ea514437331aa7c8b9a9e0e1a398d8d7;"if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) / 2]
    left = [x for x in arr if x < pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x > pivot]
    return quicksort(left) + middle + quicksort(right)";74;6;https://github.com/Muzijiajian/AppliedMathmaticsForComputer/blob/master/hw0/python_tutorial.py;1
105;971a5155a320a23115a41d16f14b6ccc6ffe9801;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49;97;3;https://github.com/peruzzim/cmg-cmssw/blob/master/HLTrigger/Configuration/test/OnLine_HLT_PRef.py;4
106;43d142060c012adf5436e71991f17b8e81168311;[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,;439;1;https://github.com/youngminpark2559/temp_for_study/blob/master/study_huggingface_NLP/examples/My_test/Test_BERT_LM_model.py;1
107;9ebe0da4eabfbbd56a5cdd9704fb6c3872162936;"Config(object):
    SECRET_KEY = os.environ.get('SECRET_KEY') or 'you-will-never-guess'
    SQLALCHEMY_DATABASE_URI = os.environ.get('DATABASE_URL') or \
        'sqlite:///' + os.path.join(basedir, 'app.db')
    SQLALCHEMY_TRACK_MODIFICATIONS = False
    MAIL_SERVER = os.environ.get('MAIL_SERVER')
    MAIL_PORT = int(os.environ.get('MAIL_PORT') or 25)
    MAIL_USE_TLS = os.environ.get('MAIL_USE_TLS') is not None
    MAIL_USERNAME = os.environ.get('MAIL_USERNAME')
    MAIL_PASSWORD = os.environ.get(";130;4;https://github.com/vitalii-levko/microblog/blob/master/microblog/config.py;2
108;9ebe0da4eabfbbd56a5cdd9704fb6c3872162936;"Config(object):
    SECRET_KEY = os.environ.get('SECRET_KEY') or 'you-will-never-guess'
    SQLALCHEMY_DATABASE_URI = os.environ.get('DATABASE_URL') or \
        'sqlite:///' + os.path.join(basedir, 'app.db')
    SQLALCHEMY_TRACK_MODIFICATIONS = False
    MAIL_SERVER = os.environ.get('MAIL_SERVER')
    MAIL_PORT = int(os.environ.get('MAIL_PORT') or 25)
    MAIL_USE_TLS = os.environ.get('MAIL_USE_TLS') is not None
    MAIL_USERNAME = os.environ.get('MAIL_USERNAME')
    MAIL_PASSWORD = os.environ.get(";130;4;https://github.com/vitalii-levko/microblog/blob/master/microblog/config.py;2
